Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
2000-01-01 00:00:00.000000000,New Williamtown,Latvia,10.688985961440200,403.118902532313,0.7175060280487080,13.835236935170100,23.631256224753100,18.492026001060700
2000-01-01 20:09:43.258325832,North Rachel,South Africa,13.814430285994900,396.66349928864800,1.205714577973990,40.97408400927040,43.982945512578100,34.24929982477020
2000-01-02 16:19:26.516651665,West Williamland,French Guiana,27.32371775936090,451.5531550541850,-0.16078297043172400,42.69793130058380,96.65259963507040,34.12426102508350
2000-01-03 12:29:09.774977497,South David,Vietnam,12.309580591035500,422.4049834902140,-0.4759314713381430,5.19334125444082,47.467938218670300,8.554563363421170
2000-01-04 08:38:53.033303330,New Scottburgh,Moldova,13.21088505803460,410.4729985512820,1.1357566280433100,78.69527968277520,61.789671701534900,8.001163673482760
2000-01-05 04:48:36.291629162,South Nathan,Saint Helena,6.229326002700250,392.47331719038600,1.1222096515478800,76.36833149286180,48.97388550678610,30.39890794329900
2000-01-06 00:58:19.549954995,Port Richardfurt,Tuvalu,21.646738086726500,387.6484371180280,0.05847124092588900,9.650388925838590,11.402284470873100,15.720943642696300
2000-01-06 21:08:02.808280828,Adambury,Australia,19.73080011919500,448.1802750047970,0.0014150785882038900,93.36075533008150,21.526349705089000,29.99349506057050
2000-01-07 17:17:46.066606660,Williamsonberg,Qatar,19.85811441229350,379.61882007364400,0.5848806209007510,6.21884631797559,30.861948899872100,37.51947246463220
2000-01-08 13:27:29.324932493,North Thomas,Chad,14.121562914551100,410.5170723682960,-1.7122242470452500,15.351582928471000,88.4227939532216,47.92252054153890
2000-01-09 09:37:12.583258325,West Jillton,Fiji,6.095003072400670,360.81117844919800,-0.9350594522492720,95.46176935634220,28.932543882937000,20.88834143678070
2000-01-10 05:46:55.841584158,Robertville,Guernsey,12.28706409332800,488.3559377027120,0.02136805219612550,11.838236022909600,90.04033901797070,30.43540963729570
2000-01-11 01:56:39.099909991,Camposfort,Egypt,22.324532669935800,445.20896015647000,-1.0288023041541300,48.77875857440540,83.4062518121287,1.833402038880010
2000-01-11 22:06:22.358235823,Hughesville,Rwanda,15.788180996646300,373.3412975290680,-2.0615358826600500,13.36168293068380,56.94488536727390,23.386007990776800
2000-01-12 18:16:05.616561656,Adammouth,Samoa,17.060977860429800,503.450872519532,1.281869804834720,80.91894667671420,24.79688971691130,17.094476927615000
2000-01-13 14:25:48.874887488,East Ricardomouth,Mongolia,7.164086322706170,447.62319628782200,-0.08466048087325430,89.80802188936610,96.88787047585590,32.02683683766420
2000-01-14 10:35:32.133213321,Port Robertborough,Equatorial Guinea,14.799343929906700,396.9978084368570,-1.0867896679413200,23.28876445516710,37.69558959188570,41.68841461602790
2000-01-15 06:45:15.391539153,South Natalieshire,Libyan Arab Jamahiriya,2.2288585549497800,348.1042715672330,-0.03061834803271220,64.63697079124100,21.772003921868300,46.22845710599410
2000-01-16 02:54:58.649864986,Zacharyborough,Libyan Arab Jamahiriya,16.901893288020700,359.17175493562000,-0.13503990064048900,15.512609183989600,84.10307772093360,25.939785941291100
2000-01-16 23:04:41.908190819,Bakerburgh,Mali,10.874589265810700,415.60863256553800,1.2183139750539700,57.99068057397450,15.764406719831400,10.098796629230200
